dep,arr,fsc,zon,sum_nvols,sum_pax_fs,min_anmois,max_anmois,avg_nvols,avg_pax_fs,dep_,arr_,avg_pc15_d,avg_pc15_a,avg_retard_d,avg_retard_a,dep_apt_lat,dep_apt_long,arr_apt_lat,arr_apt_long
"LFPO","LTBA","MC","I",15424,1934643,199001,201403,6.4186,805.0949,"LFPO","LTBA",0.418,0.0,16.836,0.0,48.72,2.38,40.98,28.81
"LFPO","LTBJ","MC","I",1609,266717,199204,201510,0.6974,115.6121,(null),(null),(null),(null),(null),(null),48.72,2.38,38.29,27.16
"LFPO","LTBQ","MC","I",378,51875,199004,199110,3.5327,484.8131,(null),(null),(null),(null),(null),(null),48.72,2.38,0.0,0.0
"LFPO","LTBS","MC","I",78,10330,199008,201408,0.0325,4.3024,(null),(null),(null),(null),(null),(null),48.72,2.38,36.71,28.79
"LFPO","LTFD","MC","I",8,1259,201107,201108,4.0000,629.5000,(null),(null),(null),(null),(null),(null),48.72,2.38,39.55,27.01
"LFPO","LTFE","MC","I",910,159997,199707,201709,0.4543,79.8787,"LFPO","LTFE",0.9,0.0,26.2,0.0,48.72,2.38,37.25,27.68
"LFPO","LTFJ","MC","I",5432,810407,201003,201803,6.7815,1011.7441,"LFPO","LTFJ",0.526,0.0,24.56,0.0,48.72,2.38,40.9,29.31
"LFPO","LYBE","MC","I",1585,142884,199001,201106,0.7526,67.8462,(null),(null),(null),(null),(null),(null),48.72,2.38,44.82,20.31
"LFPO","LYPG","MC","I",21,3333,201706,201710,4.2000,666.6000,(null),(null),(null),(null),(null),(null),48.72,2.38,42.36,19.25
"LFPO","LYTV","MC","I",61,9644,199008,201709,0.0226,3.5692,"LFPO","LYTV",0.6,0.0,20.3,0.0,48.72,2.38,42.4,18.72
"LFPO","LZIB","MC","I",2835,276857,200308,200908,4.7171,460.6606,(null),(null),(null),(null),(null),(null),48.72,2.38,48.17,17.21
"LFPO","MDAB","LC","I",37,15746,200712,200904,0.1917,81.5855,(null),(null),(null),(null),(null),(null),48.72,2.38,19.2,-69.42
"LFPO","MDLR","LC","I",560,225571,200202,201404,0.4655,187.5071,(null),(null),(null),(null),(null),(null),48.72,2.38,18.45,-68.91
"LFPO","MDPC","LC","I",1643,653745,199811,201803,0.8244,328.0206,"LFPO","MDPC",0.684,0.0,53.508,0.0,48.72,2.38,18.57,-68.36
"LFPO","MDPP","LC","I",430,189070,200308,201004,0.6169,271.2626,(null),(null),(null),(null),(null),(null),48.72,2.38,19.76,-70.57
"LFPO","MDSD","LC","I",571,205411,199710,201611,0.3002,107.9974,"LFPO","MDSD",0.77,0.0,40.3,0.0,48.72,2.38,18.43,-69.67
"LFPO","MKJS","LC","I",2,698,199602,199602,2.0000,698.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,18.5,-77.91
"LFPO","MMMX","LC","I",270,35217,199106,199504,0.6767,88.2632,(null),(null),(null),(null),(null),(null),48.72,2.38,19.44,-99.07
"LFPO","MMUN","LC","I",741,227419,199112,201304,0.3379,103.7022,(null),(null),(null),(null),(null),(null),48.72,2.38,21.04,-86.88
"LFPO","MTPP","LC","I",335,93790,201501,201803,1.1056,309.5380,"LFPO","MTPP",0.884,0.0,80.0,0.0,48.72,2.38,18.58,-72.3
"LFPO","MUCA","LC","I",18,3096,199712,199804,0.1935,33.2903,(null),(null),(null),(null),(null),(null),48.72,2.38,22.03,-78.79
"LFPO","MUCU","LC","I",1385,331376,199508,201803,0.6032,144.3275,(null),(null),(null),(null),(null),(null),48.72,2.38,19.97,-75.84
"LFPO","MUGH","LC","I",260,57702,199707,200503,0.3262,72.3990,(null),(null),(null),(null),(null),(null),48.72,2.38,20.79,-76.31
"LFPO","MUHA","LC","I",1297,297799,199111,201803,0.4816,110.5826,"LFPO","MUHA",0.617,0.0,50.622,0.0,48.72,2.38,22.99,-82.41
"LFPO","MUSC","LC","I",118,32312,200412,201802,0.0848,23.2293,(null),(null),(null),(null),(null),(null),48.72,2.38,22.49,-79.94
"LFPO","MUVR","LC","I",508,142899,199512,201802,0.2217,62.3741,(null),(null),(null),(null),(null),(null),48.72,2.38,23.03,-81.44
"LFPO","MYNN","LC","I",494,117606,199412,200312,0.5483,130.5283,(null),(null),(null),(null),(null),(null),48.72,2.38,25.04,-77.47
"LFPO","MYSM","LC","I",65,18287,201611,201803,0.3368,94.7513,(null),(null),(null),(null),(null),(null),48.72,2.38,24.06,-74.52
"LFPO","NTAA","LC","O",13,5729,199303,199308,2.1667,954.8333,(null),(null),(null),(null),(null),(null),48.72,2.38,-17.56,-149.61
"LFPO","OEDR","LC","I",17,2409,199009,199010,8.5000,1204.5000,(null),(null),(null),(null),(null),(null),48.72,2.38,26.26,50.15
"LFPO","OEJN","LC","I",644,111997,199001,199704,0.9148,159.0866,(null),(null),(null),(null),(null),(null),48.72,2.38,21.68,39.16
"LFPO","OIIE","LC","I",767,160784,200801,201803,0.7647,160.3031,(null),(null),(null),(null),(null),(null),48.72,2.38,35.42,51.15
"LFPO","OIII","LC","I",1609,267633,199001,200908,0.8433,140.2689,(null),(null),(null),(null),(null),(null),48.72,2.38,35.69,51.31
"LFPO","OJAI","MC","I",171,18556,199001,199112,1.5268,165.6786,(null),(null),(null),(null),(null),(null),48.72,2.38,31.72,35.99
"LFPO","OJAM","MC","I",2246,265600,199201,200603,1.6009,189.3086,(null),(null),(null),(null),(null),(null),48.72,2.38,31.97,35.99
"LFPO","OJAQ","MC","I",4,514,201504,201504,4.0000,514.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,29.61,35.02
"LFPO","OKBK","LC","I",2,800,199508,199508,2.0000,800.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,29.23,47.97
"LFPO","OLBA","MC","I",3450,408159,199001,201803,1.2308,145.6151,"LFPO","OLBA",0.462,0.0,22.856,0.0,48.72,2.38,33.82,35.49
"LFPO","OMDB","LC","I",11,1468,199701,199702,5.5000,734.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,25.25,55.36
"LFPO","OPKC","LC","I",272,50401,199103,199602,0.5440,100.8020,(null),(null),(null),(null),(null),(null),48.72,2.38,24.9,67.15
"LFPO","OPLA","LC","I",1,524,199603,199603,1.0000,524.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,31.52,74.4
"LFPO","OPRN","LC","I",33,3600,199507,199510,8.2500,900.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,33.62,73.1
"LFPO","ORBI","LC","I",45,2746,199001,199007,6.4286,392.2857,(null),(null),(null),(null),(null),(null),48.72,2.38,33.26,44.23
"LFPO","OSAP","MC","I",595,69552,199409,201107,0.3502,40.9370,(null),(null),(null),(null),(null),(null),48.72,2.38,36.18,37.23
"LFPO","OSDI","MC","I",1316,154926,199207,201207,0.6577,77.4243,(null),(null),(null),(null),(null),(null),48.72,2.38,33.41,36.51
"LFPO","OYSN","LC","I",5,509,199708,199708,5.0000,509.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,15.48,44.22
"LFPO","PANC","LC","I",15,1992,199204,199206,5.0000,664.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,61.17,-150.0
"LFPO","RJTT","LC","I",252,51205,199205,199501,0.8485,172.4074,(null),(null),(null),(null),(null),(null),48.72,2.38,35.55,139.78
"LFPO","SBFZ","LC","I",3,612,199007,199007,3.0000,612.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,-3.78,-38.53
"LFPO","SBGL","LC","I",4,1869,199603,200005,0.0099,4.6377,(null),(null),(null),(null),(null),(null),48.72,2.38,-22.81,-43.25
"LFPO","SBSP","LC","I",4,892,199806,199806,4.0000,892.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,-23.63,-46.66
"LFPO","SBSV","LC","I",15,3768,200401,200604,0.0735,18.4706,(null),(null),(null),(null),(null),(null),48.72,2.38,-12.91,-38.32
"LFPO","SOCA","LC","O",9411,2300807,199001,201803,3.3575,820.8373,"LFPO","SOCA",0.499,0.0,26.977,0.0,48.72,2.38,4.82,-52.36
"LFPO","SVMG","LC","I",17,4474,200912,201004,0.1828,48.1075,(null),(null),(null),(null),(null),(null),48.72,2.38,10.92,-63.97
"LFPO","SVMI","LC","I",290,28581,199001,200709,0.1697,16.7238,(null),(null),(null),(null),(null),(null),48.72,2.38,10.61,-66.99
"LFPO","TAPA","LC","I",2,825,199702,199702,2.0000,825.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,17.14,-61.79
"LFPO","TFFF","LC","O",29681,10830221,199001,201803,10.5890,3863.7963,"LFPO","TFFF",0.514,0.222,27.236,12.733,48.72,2.38,14.59,-61.0
"LFPO","TFFR","LC","O",36872,13527671,199001,201803,13.1545,4826.1402,"LFPO","TFFR",0.504,0.302,26.02,16.44,48.72,2.38,16.26,-61.53
"LFPO","TLPC","LC","I",28,8050,199611,199905,0.0949,27.2881,(null),(null),(null),(null),(null),(null),48.72,2.38,14.02,-61.0
"LFPO","TNCA","LC","I",5,2676,200003,200003,5.0000,2676.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,12.51,-69.97
"LFPO","TNCM","LC","I",4079,1399624,199010,201803,1.4599,500.9392,"LFPO","TNCM",0.563,0.0,45.122,0.0,48.72,2.38,18.04,-63.11
"LFPO","UKBB","MC","I",4,673,201106,201106,4.0000,673.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,50.34,30.89
"LFPO","ULLI","MC","I",96,11669,200405,200508,0.9231,112.2019,(null),(null),(null),(null),(null),(null),48.72,2.38,59.8,30.27
"LFPO","UUDD","MC","I",174,27418,201208,201803,0.2919,46.0034,(null),(null),(null),(null),(null),(null),48.72,2.38,55.41,37.91
"LFPO","UUEE","MC","I",80,10773,199707,200509,0.0996,13.4159,(null),(null),(null),(null),(null),(null),48.72,2.38,55.97,37.41
"LFPO","UUWW","MC","I",2061,207594,201208,201710,4.0974,412.7117,"LFPO","UUWW",0.287,0.0,17.86,0.0,48.72,2.38,55.6,37.27
"LFPO","VCBI","LC","I",494,116566,199104,200011,0.5441,128.3767,(null),(null),(null),(null),(null),(null),48.72,2.38,7.18,79.89
"LFPO","VEBA","LC","I",1,515,199607,199607,1.0000,515.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,22.5,88.29
"LFPO","VGZR","LC","I",619,124275,199001,200510,0.4099,82.3013,(null),(null),(null),(null),(null),(null),48.72,2.38,23.84,90.4
"LFPO","VRMM","LC","I",218,66889,199501,200605,0.1973,60.5330,(null),(null),(null),(null),(null),(null),48.72,2.38,4.19,73.53
"LFPO","VTBD","LC","I",500,150695,199201,199803,0.8292,249.9088,(null),(null),(null),(null),(null),(null),48.72,2.38,13.91,100.61
"LFPO","VTBS","LC","I",1,511,199111,199111,1.0000,511.0000,(null),(null),(null),(null),(null),(null),48.72,2.38,13.68,100.75
"LFPO","WMKK","LC","I",225,54890,201102,201203,2.2059,538.1373,"LFPO","WMKK",0.347,0.0,43.233,0.0,48.72,2.38,2.74,101.7
"LFPT","EGGW","MC","I",580,17713,199811,199909,5.8586,178.9192,(null),(null),(null),(null),(null),(null),49.1,2.04,51.87,-0.37
"LFQQ","DAAG","MC","I",6885,696097,199001,201803,2.4563,248.3400,"LFQQ","DAAG",0.584,0.0,40.664,0.0,50.56,3.09,36.69,3.22
"LFQQ","DABC","MC","I",45,4326,200107,200408,0.1490,14.3245,(null),(null),(null),(null),(null),(null),50.56,3.09,36.29,6.62
"LFQQ","DAON","MC","I",55,6455,199807,201308,0.0366,4.2976,(null),(null),(null),(null),(null),(null),50.56,3.09,35.02,-1.45
"LFQQ","DAOO","MC","I",1062,105691,199807,201803,0.5318,52.9249,"LFQQ","DAOO",0.389,0.0,22.873,0.0,50.56,3.09,35.63,-0.61
"LFQQ","DTMB","MC","I",1990,272450,199004,201509,0.7941,108.7191,(null),(null),(null),(null),(null),(null),50.56,3.09,35.76,10.75
"LFQQ","DTNH","MC","I",54,7410,201104,201409,0.1765,24.2157,(null),(null),(null),(null),(null),(null),50.56,3.09,36.08,10.43
"LFQQ","DTTA","MC","I",610,71535,199002,201310,0.2642,30.9809,(null),(null),(null),(null),(null),(null),50.56,3.09,36.85,10.23
"LFQQ","DTTJ","MC","I",2004,287481,199703,201803,0.9538,136.8306,"LFQQ","DTTJ",0.459,0.0,35.24,0.0,50.56,3.09,33.88,10.78
"LFQQ","EBLG","MC","I",6,686,200709,200709,6.0000,686.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,50.64,5.44
"LFQQ","EDDB","MC","I",95,4584,201603,201604,47.5000,2292.0000,"LFQQ","EDDB",0.075,0.0,6.05,0.0,50.56,3.09,52.38,13.52
"LFQQ","EDDM","MC","I",172,1894,200403,200407,34.4000,378.8000,(null),(null),(null),(null),(null),(null),50.56,3.09,48.35,11.79
"LFQQ","EDDV","MC","I",8,944,199109,199109,8.0000,944.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,52.46,9.68
"LFQQ","EGCC","MC","I",4,765,200702,200702,4.0000,765.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,53.35,-2.27
"LFQQ","EGKK","MC","I",32,3613,199811,199903,0.3441,38.8495,(null),(null),(null),(null),(null),(null),50.56,3.09,51.15,-0.19
"LFQQ","EGLL","MC","I",1425,19083,199001,199110,12.9545,173.4818,(null),(null),(null),(null),(null),(null),50.56,3.09,51.48,-0.46
"LFQQ","EGSS","MC","I",567,5567,199206,199806,0.9434,9.2629,(null),(null),(null),(null),(null),(null),50.56,3.09,51.88,0.23
"LFQQ","EICK","MC","I",5,1140,200104,200104,5.0000,1140.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,51.84,-8.49
"LFQQ","EIDW","MC","I",10,1322,201606,201606,10.0000,1322.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,53.42,-6.27
"LFQQ","EINN","MC","I",8,1922,200104,200104,8.0000,1922.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,52.7,-8.92
"LFQQ","EKCH","MC","I",7,668,199806,199806,7.0000,668.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,55.62,12.66
"LFQQ","EPKK","MC","I",18,1038,200805,200806,9.0000,519.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,50.08,19.78
"LFQQ","EPWA","MC","I",121,8758,200701,200710,12.1000,875.8000,(null),(null),(null),(null),(null),(null),50.56,3.09,52.17,20.97
"LFQQ","FIMP","LC","I",2,816,199310,199310,2.0000,816.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,-20.43,57.68
"LFQQ","FMEE","LC","O",3,746,199310,199310,3.0000,746.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,-20.89,55.52
"LFQQ","FMMI","LC","I",4,706,199310,199310,4.0000,706.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,-18.8,47.48
"LFQQ","GCFV","MC","I",355,52429,201404,201803,0.8875,131.0725,(null),(null),(null),(null),(null),(null),50.56,3.09,28.45,-13.86
"LFQQ","GCRR","MC","I",55,9652,201604,201803,0.2750,48.2600,(null),(null),(null),(null),(null),(null),50.56,3.09,28.95,-13.61
"LFQQ","GCTS","MC","I",983,137689,199004,201803,0.3511,49.1746,(null),(null),(null),(null),(null),(null),50.56,3.09,28.04,-16.57
"LFQQ","GMAD","MC","I",285,41670,200103,201010,0.3139,45.8921,(null),(null),(null),(null),(null),(null),50.56,3.09,30.32,-9.41
"LFQQ","GMFF","MC","I",94,12653,201305,201403,0.9495,127.8081,(null),(null),(null),(null),(null),(null),50.56,3.09,33.93,-4.97
"LFQQ","GMFO","MC","I",48,6915,201305,201409,0.4571,65.8571,(null),(null),(null),(null),(null),(null),50.56,3.09,34.79,-1.93
"LFQQ","GMMA","MC","I",299,44464,201104,201803,0.4271,63.5200,(null),(null),(null),(null),(null),(null),50.56,3.09,26.73,-11.68
"LFQQ","GMMC","MC","I",9,512,200911,200911,9.0000,512.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,33.56,-7.66
"LFQQ","GMMN","MC","I",617,47076,200512,201110,1.0301,78.5910,(null),(null),(null),(null),(null),(null),50.56,3.09,33.37,-7.58
"LFQQ","GMMX","MC","I",1470,206777,199004,201803,0.5250,73.8489,(null),(null),(null),(null),(null),(null),50.56,3.09,31.61,-8.04
"LFQQ","GOOY","LC","I",1,516,199202,199202,1.0000,516.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,14.74,-17.48
"LFQQ","GVAC","LC","I",14,1931,201612,201702,0.1538,21.2198,(null),(null),(null),(null),(null),(null),50.56,3.09,16.74,-22.95
"LFQQ","HECA","MC","I",62,8079,199608,201012,0.0441,5.7502,(null),(null),(null),(null),(null),(null),50.56,3.09,30.11,31.41
"LFQQ","HEGN","MC","I",125,19319,200401,201209,0.1545,23.8801,(null),(null),(null),(null),(null),(null),50.56,3.09,27.18,33.8
"LFQQ","HELX","MC","I",18,3726,199602,200511,0.0198,4.0945,(null),(null),(null),(null),(null),(null),50.56,3.09,25.67,32.71
"LFQQ","HESH","MC","I",14,1928,200908,201005,0.1429,19.6735,(null),(null),(null),(null),(null),(null),50.56,3.09,27.98,34.39
"LFQQ","HETB","MC","I",75,10874,201012,201305,0.2551,36.9864,(null),(null),(null),(null),(null),(null),50.56,3.09,29.59,34.78
"LFQQ","KJFK","LC","I",51,9372,199002,199009,6.3750,1171.5000,(null),(null),(null),(null),(null),(null),50.56,3.09,40.64,-73.78
"LFQQ","LBWN","MC","I",307,40954,200006,201709,0.1802,24.0340,(null),(null),(null),(null),(null),(null),50.56,3.09,43.23,27.82
"LFQQ","LCPH","MC","I",27,3470,201605,201610,4.5000,578.3333,(null),(null),(null),(null),(null),(null),50.56,3.09,34.72,32.48
"LFQQ","LDDU","MC","I",93,11815,200805,201405,0.1547,19.6589,(null),(null),(null),(null),(null),(null),50.56,3.09,42.56,18.27
"LFQQ","LDSP","MC","I",218,29808,200505,201709,0.1809,24.7369,(null),(null),(null),(null),(null),(null),50.56,3.09,43.54,16.3
"LFQQ","LDZA","MC","I",3,535,199404,199404,3.0000,535.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,45.74,16.07
"LFQQ","LEAL","MC","I",194,26065,199703,201604,0.1020,13.7040,"LFQQ","LEAL",0.353,0.0,18.2,0.0,50.56,3.09,38.28,-0.56
"LFQQ","LEBL","MC","I",645,73987,200207,201710,0.4289,49.1935,"LFQQ","LEBL",0.427,0.0,31.34,0.0,50.56,3.09,41.3,2.08
"LFQQ","LEGE","MC","I",147,18611,200006,201103,0.1339,16.9499,(null),(null),(null),(null),(null),(null),50.56,3.09,41.9,2.76
"LFQQ","LEIB","MC","I",537,76138,199405,201709,0.2330,33.0317,(null),(null),(null),(null),(null),(null),50.56,3.09,38.87,1.37
"LFQQ","LEMD","MC","I",7,786,199806,199806,7.0000,786.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,40.47,-3.56
"LFQQ","LEMG","MC","I",1077,147894,199004,201710,0.3979,54.6339,"LFQQ","LEMG",0.091,0.0,14.75,0.0,50.56,3.09,36.67,-4.5
"LFQQ","LEMH","MC","I",91,11854,201506,201709,0.4461,58.1078,(null),(null),(null),(null),(null),(null),50.56,3.09,39.86,4.22
"LFQQ","LEPA","MC","I",4390,607641,199001,201710,1.6199,224.2218,"LFQQ","LEPA",0.278,0.0,23.8,0.0,50.56,3.09,39.55,2.74
"LFQQ","LEVC","MC","I",26,2589,201603,201604,13.0000,1294.5000,"LFQQ","LEVC",0.143,0.0,5.4,0.0,50.56,3.09,39.49,-0.48
"LFQQ","LFBD","CC","M",20994,958246,199001,201803,7.4898,341.8644,"LFQQ","LFBD",0.051,0.086,2.933,5.756,50.56,3.09,44.83,-0.72
"LFQQ","LFBO","CC","M",21026,1208684,199003,201803,7.5066,431.5187,"LFQQ","LFBO",0.047,0.084,3.371,5.873,50.56,3.09,43.64,1.37
"LFQQ","LFBZ","CC","M",211,18018,201207,201710,0.4187,35.7500,"LFQQ","LFBZ",0.119,0.119,8.511,9.444,50.56,3.09,43.47,-1.53
"LFQQ","LFGA","CC","M",44,635,200008,200008,44.0000,635.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,48.11,7.36
"LFQQ","LFJL","CC","M",182,2280,199707,200009,0.6007,7.5248,(null),(null),(null),(null),(null),(null),50.56,3.09,48.98,6.25
"LFQQ","LFKB","CC","M",975,88741,199007,201710,0.3606,32.8184,"LFQQ","LFKB",0.187,0.29,9.937,17.721,50.56,3.09,42.55,9.48
"LFQQ","LFKC","CC","M",63,5445,199505,201609,0.0299,2.5867,"LFQQ","LFKC",0.0,0.0,2.1,0.4,50.56,3.09,42.52,8.79
"LFQQ","LFKF","CC","M",324,31556,201505,201710,1.5728,153.1845,"LFQQ","LFKF",0.217,0.276,14.347,18.3,50.56,3.09,41.5,9.1
"LFQQ","LFKJ","CC","M",1633,155921,199207,201710,0.6522,62.2688,"LFQQ","LFKJ",0.141,0.179,9.09,12.141,50.56,3.09,41.92,8.8
"LFQQ","LFLC","CC","M",4962,75999,199904,200911,4.9226,75.3958,(null),(null),(null),(null),(null),(null),50.56,3.09,45.79,3.16
"LFQQ","LFLL","CC","M",29215,1858993,199001,201803,10.4228,663.2155,"LFQQ","LFLL",0.029,0.062,2.209,4.08,50.56,3.09,45.73,5.08
"LFQQ","LFMH","CC","M",44,643,199806,199806,44.0000,643.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,45.53,4.3
"LFQQ","LFML","CC","M",26259,1876070,199001,201803,9.3682,669.3079,"LFQQ","LFML",0.057,0.101,3.445,6.167,50.56,3.09,43.44,5.22
"LFQQ","LFMN","CC","M",23231,1942394,199001,201803,8.2879,692.9697,"LFQQ","LFMN",0.062,0.161,4.027,9.925,50.56,3.09,43.67,7.22
"LFQQ","LFMP","CC","M",162,16484,199006,201408,0.0674,6.8598,(null),(null),(null),(null),(null),(null),50.56,3.09,42.74,2.87
"LFQQ","LFMT","CC","M",4987,168877,199004,201803,1.7811,60.3132,"LFQQ","LFMT",0.0,0.061,0.0,4.094,50.56,3.09,43.58,3.96
"LFQQ","LFPG","CC","M",174,12453,199011,201708,0.0645,4.6156,(null),(null),(null),(null),(null),(null),50.56,3.09,49.01,2.55
"LFQQ","LFPO","CC","M",6415,89799,199001,201511,2.5548,35.7622,(null),(null),(null),(null),(null),(null),50.56,3.09,48.72,2.38
"LFQQ","LFRB","CC","M",33,3732,199701,201803,0.0157,1.7746,"LFQQ","LFRB",0.333,0.182,9.3,7.6,50.56,3.09,48.45,-4.42
"LFQQ","LFRG","CC","M",13,2111,201601,201603,4.3333,703.6667,(null),(null),(null),(null),(null),(null),50.56,3.09,49.36,0.16
"LFQQ","LFRN","CC","M",3590,39524,199206,200203,3.5972,39.6032,(null),(null),(null),(null),(null),(null),50.56,3.09,48.07,-1.73
"LFQQ","LFRS","CC","M",19193,470025,199001,201803,6.8473,167.6864,"LFQQ","LFRS",0.045,0.101,3.335,7.173,50.56,3.09,47.16,-1.61
"LFQQ","LFSB","CC","M",5178,89422,199001,201604,1.9885,34.3402,"LFQQ","LFSB",0.19,0.143,7.9,7.5,50.56,3.09,47.59,7.53
"LFQQ","LFST","CC","M",19463,591626,199001,201803,6.9436,211.0689,"LFQQ","LFST",0.037,0.066,2.854,6.367,50.56,3.09,48.54,7.63
"LFQQ","LFTH","CC","M",148,14776,199006,199608,0.2454,24.5041,(null),(null),(null),(null),(null),(null),50.56,3.09,43.1,6.15
"LFQQ","LGAV","MC","I",692,90107,199003,201709,0.2556,33.2867,(null),(null),(null),(null),(null),(null),50.56,3.09,37.94,23.94
"LFQQ","LGIR","MC","I",1589,235970,199507,201710,0.7210,107.0644,(null),(null),(null),(null),(null),(null),50.56,3.09,35.34,25.18
"LFQQ","LGKO","MC","I",83,11695,200709,201708,0.0830,11.6950,(null),(null),(null),(null),(null),(null),50.56,3.09,36.8,27.09
"LFQQ","LGKR","MC","I",414,60779,200407,201710,0.3175,46.6097,(null),(null),(null),(null),(null),(null),50.56,3.09,39.6,19.91
"LFQQ","LGRP","MC","I",319,44957,200008,201709,0.1874,26.4142,(null),(null),(null),(null),(null),(null),50.56,3.09,36.41,28.09
"LFQQ","LGRX","MC","I",18,2331,201705,201709,3.6000,466.2000,(null),(null),(null),(null),(null),(null),50.56,3.09,38.15,21.42
"LFQQ","LICB","MC","I",26,3987,201606,201707,0.2549,39.0882,(null),(null),(null),(null),(null),(null),50.56,3.09,36.93,14.6
"LFQQ","LICC","MC","I",19,2533,201206,201509,0.0625,8.3322,(null),(null),(null),(null),(null),(null),50.56,3.09,37.47,15.07
"LFQQ","LICJ","MC","I",365,51499,199005,201709,0.1349,19.0384,(null),(null),(null),(null),(null),(null),50.56,3.09,38.18,13.1
"LFQQ","LIEE","MC","I",21,2813,201705,201709,4.2000,562.6000,(null),(null),(null),(null),(null),(null),50.56,3.09,39.25,9.06
"LFQQ","LIEO","MC","I",269,37271,199809,201709,0.1415,19.6060,(null),(null),(null),(null),(null),(null),50.56,3.09,40.9,9.52
"LFQQ","LIMC","MC","I",321,26542,199510,201710,0.1458,12.0591,"LFQQ","LIMC",0.14,0.0,7.814,0.0,50.56,3.09,45.63,8.72
"LFQQ","LIME","MC","I",69,2734,200703,200706,17.2500,683.5000,(null),(null),(null),(null),(null),(null),50.56,3.09,45.67,9.7
"LFQQ","LIPK","MC","I",8,1178,200607,200608,4.0000,589.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,44.2,12.07
"LFQQ","LIPZ","MC","I",347,32259,200305,201803,0.2315,21.5203,"LFQQ","LIPZ",0.262,0.0,16.878,0.0,50.56,3.09,45.51,12.35
"LFQQ","LIRF","MC","I",75,7161,201304,201604,0.2492,23.7907,"LFQQ","LIRF",0.095,0.0,6.6,0.0,50.56,3.09,41.81,12.25
"LFQQ","LIRN","MC","I",142,15257,201604,201803,0.7100,76.2850,"LFQQ","LIRN",0.088,0.0,5.62,0.0,50.56,3.09,40.88,14.29
"LFQQ","LIRP","MC","I",60,7193,200906,200910,12.0000,1438.6000,(null),(null),(null),(null),(null),(null),50.56,3.09,43.68,10.39
"LFQQ","LKPR","MC","I",10,755,201606,201606,10.0000,755.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,50.1,14.26
"LFQQ","LMML","MC","I",65,8252,199409,199810,0.1617,20.5274,(null),(null),(null),(null),(null),(null),50.56,3.09,35.86,14.48
"LFQQ","LPFR","MC","I",244,33561,200804,201803,0.2440,33.5610,"LFQQ","LPFR",0.066,0.0,6.08,0.0,50.56,3.09,37.01,-7.97
"LFQQ","LPPR","MC","I",1091,168728,199506,201710,0.4948,76.5206,"LFQQ","LPPR",0.351,0.0,18.171,0.0,50.56,3.09,41.24,-8.68
"LFQQ","LPPT","MC","I",393,52795,200209,201803,0.2464,33.1003,"LFQQ","LPPT",0.256,0.0,15.756,0.0,50.56,3.09,38.77,-9.13
"LFQQ","LSGG","MC","I",1115,154310,201304,201803,2.2300,308.6200,"LFQQ","LSGG",0.255,0.0,12.432,0.0,50.56,3.09,46.24,6.11
"LFQQ","LSZH","MC","I",10,560,201606,201606,10.0000,560.0000,(null),(null),(null),(null),(null),(null),50.56,3.09,47.46,8.55
"LFQQ","LTAI","MC","I",416,63876,199611,201509,0.2191,33.6367,(null),(null),(null),(null),(null),(null),50.56,3.09,36.9,30.79
"LFQQ","LTBA","MC","I",17,2721,199510,199511,8.5000,1360.5000,(null),(null),(null),(null),(null),(null),50.56,3.09,40.98,28.81
"LFQQ","LTBJ","MC","I",1103,169795,199004,201708,0.4078,62.7708,(null),(null),(null),(null),(null),(null),50.56,3.09,38.29,27.16
"LFQQ","LTFE","MC","I",476,73900,199806,201509,0.2793,43.3685,(null),(null),(null),(null),(null),(null),50.56,3.09,37.25,27.68
